68	86	1000	8	2	6	239		4	4
65.7	141.4	1000	5	3	2	259		3	2
127.9	156	1000	8	3	5	84		4	4
164.7	68.5	1000	7	3	4	261		4	3
245.4	123.9	1000	6	0	6	198		3	3
185.5	188	1000	7	4	3	77		4	3
169.4	147.2	1000	6	2	4	118		4	2
111.8	255.1	1000	8	3	5	179		4	4
68	223	1000	3	2	1	271		3	0
104.8	651.6	1000	5	0	5	273		4	1
130.2	572.9	1000	7	5	2	91		3	4
134.8	628.3	1000	4	3	1	274		3	1
201.6	628.3	1000	5	1	4	271		3	2
109.4	514.6	1000	7	5	2	165		3	4
160.1	613.7	1000	4	3	1	236		4	0
568	919.8	1000	5	3	2	87		3	2
478.1	899.4	1000	5	2	3	150		3	2
531.1	791.5	1000	5	2	3	262		3	2
538	876.1	1000	4	0	4	234		3	1
697	812	1000	8	1	7	271		3	5
616.4	689.5	1000	6	3	3	203		3	3
609.4	788.6	1000	7	4	3	64		4	3
593.3	345.5	1000	5	3	2	247		3	2
664.7	415.5	1000	4	2	2	266		3	1
637.1	330.9	1000	8	3	5	208		4	4
685.5	199.7	1000	7	2	5	226		4	3
604.8	225.9	1000	5	2	3	223		3	2
641.7	325.1	1000	6	2	4	144		3	3
531.1	310.5	1000	8	2	6	203		3	5
565.7	167.6	1000	6	5	1	94		3	3
180.9	879	1000	5	3	2	214		4	1
187.8	823.6	1000	5	4	1	63		3	2
604.8	225.9	1000	5	2	3	223		3	2
284.6	827.8	1000	2	1	1	118		2	0
256.9	724.5	2000	4	4	0	66		4	0
148.6	756.6	2000	5	1	4	77		3	2
222.4	782.8	2000	8	4	4	241		3	5
139.4	339.7	2000	7	2	5	212		3	4
213.1	231.8	2000	8	4	4	127		3	5
229.3	351.3	2000	7	5	2	269		3	4
139.4	284.3	2000	4	0	4	63		4	0
139.4	211.4	2000	3	2	1	154		3	0
404.4	284.3	2000	8	3	5	141		3	5
853.7	934.4	2000	7	2	5	228		4	3
727	934.4	2000	7	2	5	234		3	4
738.5	852.8	2000	6	3	3	98		4	2
759.2	914	2000	5	3	2	166		4	1
637.1	893.6	2000	3	0	3	156		3	0
777.6	788.6	2000	6	4	2	201		4	2
777.6	914	2000	4	3	1	215		3	1
713.1	462.1	2000	6	4	2	225		3	3
646.3	441.7	2000	8	1	7	118		4	4
722.4	377.6	2000	6	5	1	208		4	2
706.2	456.3	2000	8	5	3	203		4	4
655.5	400.9	2000	4	2	2	92		3	1
646.3	266.8	2000	5	1	4	82		3	2
750	313.4	2000	6	5	1	168		4	2
722.4	348.4	2000	7	5	2	271		4	3
342.2	788.6	2000	6	0	6	132		3	3
904.4	779.9	2000	6	2	4	187		3	3
918.2	698.3	2000	8	1	7	106		4	4
853.7	721.6	2000	3	1	2	225		3	0
839.9	648.7	2000	3	2	1	113		2	1
920.5	605	2000	8	2	6	169		4	4
890.6	669.1	2000	6	5	1	213		4	2
874.4	561.2	2000	5	4	1	256		3	2
699.3	284.3	2000	6	5	1	271		3	3
293.8	156	2000	4	2	2	179		3	1
422.8	899.4	3000	5	3	2	87		4	1
379	879	3000	5	3	2	89		3	2
379	803.2	3000	3	2	1	113		3	0
478.1	762.4	3000	7	2	5	245		3	4
480.4	911.1	3000	7	5	2	113		4	3
153.2	537.9	3000	5	4	1	239		3	2
150.9	447.5	3000	8	3	5	110		4	4
233.9	421.3	3000	7	0	7	265		4	3
233.9	625.4	3000	7	3	4	134		4	3
210.8	526.2	3000	8	4	4	100		4	4
171.7	322.2	3000	5	4	1	112		3	2
81.8	430	3000	3	0	3	194		2	1
84.1	602	3000	8	0	8	162		3	5
127.9	514.6	3000	3	2	1	135		3	0
826	564.1	3000	8	5	3	242		4	4
826	473.8	3000	8	4	4	187		4	4
752.3	497.1	3000	7	1	6	179		3	4
786.9	727.4	3000	4	3	1	262		4	0
814.5	634.1	3000	8	1	7	120		4	4
899.8	572.9	3000	4	2	2	226		4	0
890.6	698.3	3000	7	0	7	225		4	3
544.9	467.9	3000	8	2	6	141		4	4
544.9	371.7	3000	6	3	3	183		4	2
565.7	409.6	3000	8	1	7	73		3	5
533.4	409.6	3000	6	4	2	68		3	3
436.6	412.5	3000	4	0	4	175		4	0
494.2	508.7	3000	3	1	2	231		3	0
517.3	386.3	3000	5	2	3	266		3	2
874.4	118.1	3000	8	1	7	85		3	5
874.4	182.2	3000	7	5	2	183		4	3
798.4	182.2	3000	8	1	7	161		4	4
803	109.3	3000	6	4	2	58		4	2
892.9	916.9	3000	6	4	2	131		3	3
796.1	957.7	3000	7	2	5	92		3	4
821.4	867.3	4000	5	2	3	234		4	1
777.6	902.3	4000	4	0	4	126		3	1
111.8	558.3	4000	3	1	2	174		3	0
127.9	383.4	4000	4	2	2	93		4	0
178.6	400.9	4000	4	3	1	191		3	1
162.4	494.2	4000	7	5	2	115		4	3
91	421.3	4000	5	1	4	203		4	1
102.5	345.5	4000	8	1	7	211		4	4
392.9	345.5	4000	8	0	8	224		3	5
312.2	360.1	4000	3	0	3	157		4	-1
252.3	395	4000	7	4	3	74		4	3
918.2	479.6	4000	7	3	4	107		4	3
853.7	514.6	4000	6	0	6	261		4	2
819.1	398	4000	7	2	5	90		4	3
872.1	377.6	4000	8	4	4	241		3	5
922.8	435.9	4000	7	1	6	177		3	4
922.8	228.9	4000	7	5	2	280		4	3
890.6	330.9	4000	8	0	8	73		3	5
807.6	374.6	4000	6	4	2	155		3	3
750	430	4000	4	3	1	79		3	1
780	363	4000	6	4	2	272		3	3
821.4	304.7	4000	4	2	2	57		4	0
510.4	217.2	4000	4	2	2	230		4	0
517.3	260.9	4000	4	3	1	239		3	1
570.3	202.6	4000	5	2	3	251		3	2
190.1	905.2	4000	5	3	2	74		4	1
160.1	876.1	4000	8	3	5	145		3	5
160.1	765.3	4000	5	2	3	114		4	1
270.7	759.5	4000	6	2	4	236		4	2
277.6	972.3	4000	3	2	1	153		3	0
245.4	817.8	4000	3	1	2	260		3	0
127.9	225.9	4000	7	3	4	96		3	4
116.4	287.2	4000	6	4	2	115		4	2
236.2	427.1	4000	7	5	2	88		3	4
240.8	228.9	5000	3	2	1	86		3	0
162.4	313.4	5000	6	2	4	251		3	3
187.8	179.3	5000	5	3	2	186		3	2
300.7	179.3	5000	4	0	4	179		3	1
298.4	304.7	5000	4	1	3	88		3	1
803	797.4	5000	7	4	3	247		4	3
703.9	762.4	5000	3	0	3	195		3	0
703.9	663.3	5000	4	2	2	134		3	1
807.6	663.3	5000	5	2	3	171		4	1
807.6	739.1	5000	7	5	2	146		3	4
823.7	739.1	5000	5	1	4	73		3	2
602.5	418.4	5000	6	3	3	109		4	2
551.8	403.8	5000	6	5	1	83		4	2
551.8	249.3	5000	7	1	6	97		3	4
607.1	249.3	5000	5	1	4	109		4	1
780	249.3	5000	8	1	7	149		3	5
761.5	293	5000	8	0	8	67		4	4
655.5	325.1	5000	4	0	4	259		4	0
646.3	348.4	5000	5	2	3	268		4	1
487.3	645.8	5000	5	3	2	166		4	1
468.9	637	5000	5	5	0	166		4	1
468.9	634.1	5000	8	2	6	131		3	5
383.6	456.3	5000	6	2	4	258		3	3
411.3	508.7	5000	8	4	4	139		4	4
422.8	639.9	5000	6	4	2	81		3	3
443.5	572.9	5000	7	5	2	231		3	4
521.9	543.7	5000	5	2	3	143		4	1
362.9	564.1	5000	5	0	5	110		3	2
243.1	887.8	5000	3	2	1	146		3	0
263.8	864.4	5000	3	1	2	77		3	0
206.2	788.6	5000	4	0	4	85		3	1
203.9	852.8	5000	8	5	3	267		3	5
252.3	849.9	5000	7	2	5	271		4	3
256.9	762.4	5000	6	5	1	185		3	3
180.9	765.3	6000	3	0	3	69		2	1
162.4	803.2	6000	3	2	1	108		2	1
326	861.5	6000	7	4	3	135		3	4
261.5	879	6000	5	1	4	240		3	2
335.3	695.3	6000	8	0	8	59		3	5
273	803.2	6000	3	0	3	65		3	0
227	695.3	6000	4	0	4	94		3	1
761.5	220.1	6000	4	2	2	202		4	0
657.8	278.4	6000	6	0	6	220		3	3
644	135.6	6000	4	2	2	201		3	1
770.7	100.6	6000	3	0	3	157		4	-1
770.7	100.6	6000	4	3	1	179		3	1
830.6	164.7	6000	6	3	3	122		3	3
690.1	188	6000	4	2	2	223		4	0
521.9	287.2	6000	4	2	2	98		3	1
572.6	167.6	6000	5	1	4	210		4	1
588.7	228.9	6000	5	3	2	97		4	1
846.8	922.7	6000	7	5	2	138		4	3
784.6	919.8	6000	5	4	1	196		3	2
782.3	823.6	6000	7	0	7	231		4	3
902.1	852.8	6000	6	0	6	74		3	3
807.6	893.6	6000	6	5	1	265		4	2
809.9	739.1	6000	6	1	5	230		4	2
724.7	765.3	6000	4	1	3	165		4	0
823.7	820.7	6000	6	4	2	154		3	3
858.3	739.1	6000	5	1	4	156		4	1
137.1	365.9	6000	6	3	3	124		3	3
139.4	255.1	6000	8	1	7	170		3	5
178.6	316.3	6000	4	2	2	170		3	1
58.8	322.2	6000	5	2	3	239		3	2
70.3	144.3	6000	7	0	7	234		3	4
278	803.2	6000	3	0	3	65		3	0
610	135.6	6000	4	2	2	201		3	1
557	228.9	6000	5	3	2	97		4	1
